slug,title,image,price,sku,description/0,brand,box,connecting_wire,kit_included,warranty_period,inverter,home_features,horse_power,room_size,power_consumption,model,warranty_type,product_warranty,color_family,short_description_en,name_en,description_en,imported,product_warranty_en,quantity,delivery_option_economy,special_price,special_from_date,special_to_date,seller_promotion,package_weight,package_length,package_width,package_height,tax_class,hazmat,express_delivery
gree-inverter-ac-gs-12cith12g-10ton-inverter-air-conditioner-cozy-series-heat-n-cool-grey,Gree Inverter AC - GS-12CITH12G - 1.0ton - Inverter Air Conditioner - Cozy Series - Heat N Cool - Grey,https://static-01.daraz.pk/p/5c82986baaa7bad4d5a2768859bfe676.jpg_340x340q80.jpg_.webp,"Rs. 63,900",2864384_PK-1246026961,"   

Technical

BTU Capacity	

12000 BTU


Compressor W	

3517


Low Voltage Startup	

150V


Eco Friendly Refrigerant	

R410A


Energy Efficient Class A+	

60% Electricity saving


Auto Voltage Adaptation	

150V-260V

 

Cooling

BTU/H Capacity (H/S/L*)	

12970/12000/4172


Output Capacity (W) (H/S/L*)	

3800/3500/1220


Power Input (W)(H/S/L*)	

1560/1060/295


Energy Efficiency Ratio (EER)	

3.6

 

Heating

BTU/H Capacity (H/S/L*)	

14660/13650/4480


Output Capacity (W) (H/S/L*)	

4740/4000/1310


Power Input (W)(H/S/L*)	

1420/1100/330


Energy Efficiency Ratio (EER)	

3.6",Gree,"1 x 12CITHI - Inverter AC - 1 Ton - Grey, 1 x Remote, 1 x AC Kit, 1 x Booklet, 1 x Warranty Card",Yes,Yes,N/A,Air Conditioner,N/A,N/A,N/A,N/A,Cozy Series Inverter Air Conditioner,N/A,"EN
03 Year Compressor Warranty, 01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,"03 Year Compressor Warranty, 01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
skywood-portable-skp-1224hwb-1-ton-air-conditioner-50-energy-saving,SKYWOOD Portable SKP-1224HWB 1 Ton  Air Conditioner 50% Energy Saving,https://static-01.daraz.pk/p/5f5d67c1d187e0c70fceaa235b045506.jpg_340x340q80.jpg_.webp,"Rs. 49,991",109468193_PK-1259690681,"Product details of Skywood Portable SKP-1224 HWB Cool 1 Ton Air Conditioner

Specifications of Skywood Cool SKP-1224 HWB Portable Air Conditioner- 1Ton
Portable Air Conditioner

One of the cheapest solutions for home cooling is to find afunctionoverquality. Besides, an ideal Portableair conditioneravailable online in Pakistan should function between 9,000 to 14,000 BTUs on the upside. Its costs less, yet it benefits in the long term and the installation process is adequately simple. Multiple factors such as design, the right size, and brand carry additional aspects that is directly depended in the space provided for cooling.

Best Air Conditioner Online in Pakistan

Have you considered the idea to buy 1 ton air conditioner in Pakistan if your need is to cool a single room? Whereas, if the solution requires for a bigger space cooling then turn towards split air conditioners online as these accumulate more space but gives more cooling. Take measurements before you begin your purchase, for example, that about 8,000 BTUs are enough to freeze 350 square feet of space throughout the day. Portable air conditioner consists of a compressor, evaporator, and condenser.

Why Choose Portable AC over Split AC?

Basically it is the old version of the modernsplit air conditioneryou are accustomed to see around the electronic sphere. What sets the two models apart is the design and installation (function). Portable air conditioner is fixed when its cooling fins are facing indoors, but the heating unit is kept on the opposing side. Firstly, the inner compartments contains fans at the front with evaporators behind and its filter in the middle that’s operated via the central control panel. Secondly, the condenser along with the compressor is mashed in a box that is kept outward for noise reduction and of course to minimize the space.

Almost equally powerful – as explained above – a 1 ton air conditioner in Pakistan is available according to the home and office requirement of any consumer.

Specifications of SkyWood Cool SKP-1224 HWB1 Ton Portable Air Conditioner White
DESCRIPTION

It’s Skywood Italian technology 1 ton AC with touch display and remote control.Cooling is 100% like brand new fitt for room or office with moveable tyres and adjustable, washable exhaust compressor and body is in best condition like brand new u can never find such AC in this condition. It can be easily used on 2500 watt generator or on solar system",Skyiwood,1 Ton Portable Air Conditioner - White Portable 1 x Manual 1 x Pipe Exhaust,No,No,N/A,No,Portable move to any where and any room,12000,90-150 sq meters,1350,SKP-1224HWB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
orient-ultron-12g-bold-gold-fin-dc-inverter-ac-with-wifi-1-ton,Orient Ultron 12G Bold Gold Fin DC Inverter AC w/ WiFi - 1 Ton,https://laz-img-cdn.alicdn.com/tfs/TB13MLwbOLaK1RjSZFxXXamPFXa-300-200.png,"Rs. 64,000",110190205_PK-1260928430,"Built-in Wifi
For technical assistance @03229944441
Gold Fin Evaporator & Condenser
4D Air Throw
R410 Eco Friendly Refrigerant
Low Voltage Operation
For All Weather (Heat & Cool)

Orient Electronics Pvt. Ltd, established in 2005, is one of the fastest growing consumer electronic companies in Pakistan. With a wide range of home appliances, including Air Conditioners, Refrigerators, LED TVs, Water Dispensers, Microwave Ovens etc., the company is proud to introduce modern technologies in the industry at a very affordable price. A dedicated workforce, professionals and the inspiring management leadership of Orient Electronics have powered the company to pursue its vision and mission which lead to innovation.

Cooling

RATED CAPACITY (COOLING)	5200(2200-5700) W
RATED POWER CONSUMPTION (C)	1640(550-2200) W
RUNNING CURRENT (C)	7.1(2.5-9.7) A
SEER (C)	3.6

Heating

RATED CAPACITY (H)	5200(2400-6000) W
RATED POWER CONSUMPTION (H)	1600(600-2300) W
RUNNING CURRENT (H)	7.1(2.6-10.2) A

Electrical Data

RATED VOLTAGE	220-240V
MAX.INPUT POWER	2300 Watt
MAX.INPUT CURRENT	10.5 Amps
RATED FREQUENCY	1PH, 50HZ

Technical Information

AIR FLOW	1200 m3/h
ID UNIT RESISTANCE CLASS	2P24
SOUND LEVEL	47dB(A)

Dimensions (WxHxD)

INDOOR	1100x330x235 mm
OUTDOOR	802×535×298 mm

Weight

INDOOR	16 KG
OUTDOOR	37 KG

Warranty

COMPRESSOR	3 Years
PARTS	1 Year
R410A GAS	1 Year",Orient,"1 x Indoor, 1 x Outdoor, 1 x Remote control, 1 x Installation kit, 1 x warranty card",Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Bold 12G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
pel-super-silver-air-conditioner-15-ton,PEL Super Silver Air Conditioner 1.5 Ton,https://static-01.daraz.pk/p/6c5ff4d5ec0ada24726da2e93f1876a5.jpg_340x340q80.jpg_.webp,"Rs. 78,900",109736855_PK-1260236003,"A+++ Technology

Operates on Low as 2.5A

 

Big Indoor (1100 mm)

Faster & Longer Air Throw

 

R410a

Environment Friendly Refrigerant

 

Maximum Savings

Up to 60% Energy Saving

 

Hyper Cooling

Cooling within 30 sec under certain temperature conditions",PEL,"1 Outer, 1 Indoor, Warranty Card, Accessories",No,No,N/A,",Fast Cooling",N/A,N/A,N/A,N/A,PEL Super Silver Air Conditioner - 1.5 Ton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ac-es-pc8-portable,AC ES PC8 Portable,https://static-01.daraz.pk/p/fa79d69531331a43526d9fc21462c0e4.jpg_340x340q80.jpg_.webp,"Rs. 34,500",114448658_PK-1266240323,"Product Description

Revolutionary Australian energy-saving technology.

Economy

Save up to 85% on power costs by creating a comfortable micro-climate around you.Pay only Rs 1000 – 1500 a month for electricity.

Room air conditioners waste 90% of more of the cooling power on walls, floors, furniture, Close Comfort PC9 uses only 300 Watts, less than four light bulbs.

It’s affordable, good for economy and the environment.

Comfort

Soft, focused cool air for comfort. The Igloo tent provides so much space around you.

Wake truly refreshed because you sleep through load shedding in fresh air from open windows.

Close Comfort provides a soft focused flow of cool air to provide personal comfort and is almost silent. It works best with doors and windows open and fresh air for personal well-being.

Close Comfort works in any size of room, even outside in sheltered places. Set up Close Comfort on your roof during the hottest nights in summer and sleep under the stars!

Convenience

Close Comfort is portable and ready to use out of the box: just connect it to the nearest power outlet. Only 17 kg, it requires no installation, no water tank, and no pipe to the window.

Minimal maintenance: just check the filters every two weeks. No consumables, no water, no ice, no recharging.

Power

1.2 kVA UPS recommended, 120 Amp-hour battery set.

Cooling Power

Rated cooling power is 0.25 ton, 2500-3500 BTU/hour. This air conditioner provides localized cooling where it is needed.

Normal room air conditioners provide more cooling power, and can cool a whole room, but require 4-8 times as much electricity to run. Beware of the electricity cost which will be much higher.",Mini Portable Air Conditioner,Energy-Saver PC8 Air Conditioner; Warranty Card; English/Urdu User Manual and Getting Started Guide Revolutionary Australian energy-saving technology.,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,ES PC8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
imported-window-air-conditioner-manual-075-ton,Imported Window Air Conditioner Manual - 0.75 Ton,https://static-01.daraz.pk/p/0a02940ff2833b2d79ce3324828d265a.jpg_340x340q80.jpg_.webp,"Rs. 27,990",109254074_PK-1259260781,"Imported from Dubai Use Window 0.75 Ton AC

Used Imported AC from dubai in working condition and 100% satisfying at very cheap rates",AC,1 x DC Inverter Window Air Conditioner With Remote Control - 0.75 Ton - White 1 x Manual,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,8500 BTU W 0.75 Ton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
enviro-eac-18-hdlv-split-ac-15-ton-wall-mount-series,Enviro EAC-18 HD/LV Split AC 1.5 TON – Wall Mount Series,https://static-01.daraz.pk/p/71fbe8f910297602b8c4c193ceef81e1.jpg_340x340q80.jpg_.webp,"Rs. 49,999",118460427_PK-1271682083,"Capacity 1.5 Ton
Energy Saving upto 20%
10-Hours Auto Power OFF
Low Voltage Start-up
Multi Fan Speed
Extra-Low Noise
Gold Fins
Cooling btu : 18000",Enviro,1 x Remote Control 1 x Installation Pipe Kit 1 x Connect Wire 1 x Warranty Card 1 x User Manual,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Enviro EAC-18 HD/LV Split AC 1.5 TON – Wall Mount Series,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
changhong-ruba-csdh-18odg-t3-inverter-air-conditioner-heat-and-cool,Changhong Ruba CSDH-18ODG T3 Inverter Air Conditioner (Heat & Cool),https://static-01.daraz.pk/p/99b78bbe24e113b34bb844a17f2a603c.jpg_340x340q80.jpg_.webp,"Rs. 89,000",131664830_PK-1291704280,"Changhong Ruba CSDH-18ODG T3 Inverter Air Conditioner (Heat & Cool)

Specifications




Refrigerant

	

 R22




Capacity (BTU) Cooling

	

18000




Power Supply From

	

 Indoor unit




Gas Pipe Size

	

 12.7mm(1/2”)




Liquid Pipe Size

	

 6.35mm(1/4”)




Maximum Piping Length

	

17 meters




100% Capacity Piping Length

	

 3-4 meters




Maximum Elevation

	

 7 meters




Applicable Room Size

	

20-30




Warranty

	

 1 years(3 years for compressor)",Changhong Ruba,1 x Indoor Unit 1 x Outdoor Unit 1 x Warranty Card 1 x User Manual,No,No,N/A,N/A,N/A,N/A,N/A,N/A,CHR 18ODG,N/A,"EN
3 Years Compressor / 1 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,3 Years Compressor / 1 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
orient-ultron-bold-18-smart-edition-dc-inverter-with-wifi-15-ton-white,Orient Ultron Bold 18 Smart Edition Dc Inverter With Wifi - 1.5 Ton - White,https://static-01.daraz.pk/p/mdc/411bfb9f98209c471014a855cb51dab8.jpg_340x340q80.jpg_.webp,"Rs. 79,000",132488345_PK-1292711391,"Key Features
High Gloss Dual Injection indoor
Factory installed Wi-Fi Kit
Built-in Energy Meter
Electricity Consumption Management
Online Control
Schedule Management
Bigger Outdoor
50 Feet long Air Throw
Low Voltage Operation (Startup at 140V)
Heat and Cool
R-410A Eco Friendly
Made In Japan Digital High efficiency Chip
Double Layer Condenser
Up to 60% Electricity Saving
Specifications
Rated Capacity (Cooling)
6400(2800-7000) W
Cooling - Rated Power Consumption
2020(730-2600) W
Cooling - Running Current
8.8(3.4-11.4) A
SEER - Cooling
3.6
Heating - Rated Capacity
6400(2900-7200) W
Heating - Rated Power Consumption
2020(800-2700) W
Heating - Running Current
8.8(3.6-11.8) A
Air Flow
1200 m3/h
Sound Level
48dB(A)",Orient,1 x Remote Control 1 x Installation Pipe Kit 1 x Connect Wire 1 x Warranty Card 1 x User Manual,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Orient Ultron Bold-18 Smart Edition-WIFI,N/A,"EN
3 years Compressor & 1 Year Parts",N/A,N/A,N/A,N/A,N/A,3 years Compressor & 1 Year Parts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
orient-ultron-bold-18g-gold-fin-dc-inverter-ac-15-ton-wifi-edition,Orient Ultron Bold 18G Gold Fin DC Inverter AC - 1.5 Ton (Wifi Edition),https://laz-img-cdn.alicdn.com/tfs/TB13MLwbOLaK1RjSZFxXXamPFXa-300-200.png,"Rs. 84,000",110938136_PK-1264128798,"Built-in Wifi
For technical assistance @03229944441
Gold Fin Evaporator & Condenser
10 Years Compressor and 1 Year Parts Warranty
R410 Eco Friendly Refrigerant
Low Voltage Operation
For All Weather (Heat & Cool)

Orient Electronics Pvt. Ltd, established in 2005, is one of the fastest growing consumer electronic companies in Pakistan. With a wide range of home appliances, including Air Conditioners, Refrigerators, LED TVs, Water Dispensers, Microwave Ovens etc., the company is proud to introduce modern technologies in the industry at a very affordable price. A dedicated workforce, professionals and the inspiring management leadership of Orient Electronics have powered the company to pursue its vision and mission which lead to innovation.

Cooling

RATED CAPACITY (COOLING)	5200(2200-5700) W
RATED POWER CONSUMPTION (C)	1640(550-2200) W
RUNNING CURRENT (C)	7.1(2.5-9.7) A
SEER (C)	3.6

Heating

RATED CAPACITY (H)	5200(2400-6000) W
RATED POWER CONSUMPTION (H)	1600(600-2300) W
RUNNING CURRENT (H)	7.1(2.6-10.2) A

Electrical Data

RATED VOLTAGE	220-240V
MAX.INPUT POWER	2300 Watt
MAX.INPUT CURRENT	10.5 Amps
RATED FREQUENCY	1PH, 50HZ

Technical Information

AIR FLOW	1200 m3/h
ID UNIT RESISTANCE CLASS	2P24
SOUND LEVEL	47dB(A)

Dimensions (WxHxD)

INDOOR	1100x330x235 mm
OUTDOOR	802×535×298 mm

Weight

INDOOR	16 KG
OUTDOOR	37 KG

Warranty

COMPRESSOR	3 Years
PARTS	1 Year
R410A GAS	1 Year",Orient,Indoor x outdoor x warranty card x remote control x installation kit,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Bold 18G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gs-11cith-inverter-split-air-conditioner-09-ton-black-and-silver,GS-11CITH - Inverter Split Air Conditioner - 0.9 Ton - Black & Silver,https://static-01.daraz.pk/p/c58c864a1c0d2f80142b4c0898f2a7ca.jpg_340x340q80.jpg_.webp,"Rs. 53,000",GR678HL0ZAVA4NAFAMZ-1904542,"GS-11CITH - Inverter Split Air Conditioner - 0.9 Ton
Eco Star 0.9 ton Gree Series split air conditioner features an elegant design that blends in to all interior for an uplifting ambiance. Its 11000 BTU cooling capacity ensures your room is cooled rapidly to give you an comfortable environment to work or live in.
Royal Fawn Glossy Textured Finish
1st European Compliant Heat and Cool AC
Latest Powerful G-10 Inverter
Ultra Low Frequency Torque Control
State of the Art High Speed DSP Chip
Precise Tempreture Control
Faster Cooling And Heating
Eco Friendly Refrigerant R410A
Wide Frequency Precise Control
Power Factor Correction Technology
Ultra Low Noise Control
Computer Stimulation Control
High Reliability
Ultra High Frequency Control
Ceiling Cooling and Floor Heating System
Integrated Design
Dual Installation (Both sides option)
Auto Restart
Fire Proof Electric Box
Self-Diagnosis
SMPS
High Temperature Resistence PCB
Turbo Cooling
4 Way Air Outlet
3 Sleep Curves 
Technical Specifications
BTU Capacity: 11000 BTU
Compressor (W): 3300
Low Voltage Startup : 150V
Eco Friendly Refrigerant: R410A
Energy Efficient Class A+: 60% Electricity saving
Cooling
BTU/H Capacity (H/S/L*): 13000/11260/2047
Output Capacity (W) (H/S/L*): 3800/3300/600
Power Input (W)(H/S/L*): 1400/980/120
Heating
BTU/H Capacity (H/S/L*): 13650/11600/2064
Output Capacity (W) (H/S/L*): 4000/34000/600
Power Input (W)(H/S/L*): 1500/940/120",Gree,1 x Split1 x Warranty Card1 x User Manual1 x Remote with Batteries1 x Connecting pipe 10 feet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"EN
BRAND WARRANTY",N/A,N/A,N/A,N/A,N/A,BRAND WARRANTY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
haier-inverter-air-conditioner-15-ton-hsu-18hn-one-touch-ups-supported-heat-n-cool,Haier Inverter Air Conditioner 1.5 Ton - HSU-18HN - One touch UPS Supported - Heat N Cool,https://static-01.daraz.pk/p/c31de6f03a20beff30fe52966cf0cadc.jpg_340x340q80.jpg_.webp,"Rs. 79,499",128206362_PK-1287194235,"Kindly Visit Recharge & Estore To Purchase Professional Installation Services

Founded in 1984, Haier Group is the world leading brand of major household appliances (Source: Euromonitor) and is now transforming from a traditional household appliance manufacturer into an open platform for entrepreneurship. In the Internet and post-e-commerce era, Haier is devoted to transforming into a truly networked company to build an ecosystem of shared creative and win-win results. With ‘socialnomics’ as the company’s guide, a foundation in user value interaction, and a core competitiveness of trust, Haier is set to become an IoT leader.

Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with its instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.

Loaded with Finesse & Style

A visually appealing addition to the room never goes unnoticed, the ultimate inverter AC offers a wide range of superb features with a great look that will add on to your rooms.

Electricity Bill is No Worry!

The Inverter Split Air Conditioner starts at a low voltage and does not take the budget out of your range. This Inverter AC has every feature that makes life easier for you. While you provide the best way to prevent heat to your home this summer, it will take care of your pocket.

A-PAM DC Inverter Technology

A-PAM inverter technology Fix the communication frequency between indoor and outdoor at 180Hz that allow the compressor to work smoothly and vibration free in case of Voltage fluctuation.

66% Power Saving

By A-PAM DC inverter technology, it can give 66% power saving approx.

46°C Full BTU

Haier Innovative Design and Technology provides what you paid for. Full BTU even at 46°c hot outdoor ambient ensures the full cooling capacity of the BTU rating mentioned on the product without any loss of cooling efficiency.

Voltage Stabilizer

Haier DC Inverters can work in the wide Voltage Rang of (120V-260V) no need of Voltage stabilizer, it saves Money and also gives durability to Product.

Specifications:
Capacity: 1.5 Ton
AC Functionality: Heating & Cooling
AC Design: Wall Mount
Inverter Type: DC
Cooling Capacity: 18000 BTU
Heating Capacity: 18000 BTU
Gas: R-410a
Voltage: 140 - 180 V
Auto Mode: Yes
Intelligent Airflow
Child Lock",Haier,"Inner Unit, Outer Unit, Remote, Batteries, Wall Mounts for Inner, Installation Pipes, Manual(s), Warranty Card",Yes,Yes,N/A,Air Conditioner 1.5 Ton,N/A,N/A,N/A,N/A,Haier HSU-18HN - One touch UPS Supported DC Inverter Air Conditioner 1.5 Ton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
