slug,title,image,thumbnails,cutting_price,price,sku,capacity,description/0,brand,box,connecting_wire,kit_included,warranty_period,inverter,home_features,horse_power,room_size,power_consumption,model,warranty_type,product_warranty,color_family,short_description_en,name_en,description_en,imported,product_warranty_en,quantity,delivery_option_economy,special_price,special_from_date,special_to_date,seller_promotion,package_weight,package_length,package_width,package_height,tax_class,hazmat,express_delivery
dawlance-econo-plus-series-inverter-15-ton-30-extra-saving-model-white,Dawlance Econo Plus Series Inverter 1.5 TON - 30% Extra Saving Model - White,https://static-01.daraz.pk/p/998b093267d6a8f4d44e8c866b2f7a63.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/998b093267d6a8f4d44e8c866b2f7a63.jpg_80x80q80.jpg_.webp,,"Rs. 79,000",130881557_PK-1290784435,N/A,"•Inverter Compressor

•100% Copper Connecting Pipes.

•Self cleaning Function

•Voltage range: 150 to 260 V

•Anti-F feature

•Typhoon air technology

•1100mm Bigger indoor

•Large air throw

Warranty:

1 Year Parts

3 Years Compressor",Dawlance,1 X Inverter AC1 X Warranty Card1 X Manual1 X Remote Set,Yes,Yes,N/A,",",N/A,N/A,N/A,N/A,"Elegance 30 Inverter,",N/A,"EN
12 Years",N/A,N/A,N/A,N/A,N/A,12 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
orient-ultron-plus-inverter-ac-with-gold-fin-technology-1-ton-white,Orient Ultron Plus - Inverter AC With Gold-Fin Technology - 1 Ton - White,https://static-01.daraz.pk/original/0a266277071ad343f427bea257adf98f.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/original/0a266277071ad343f427bea257adf98f.jpg_80x80q80.jpg_.webp,,"Rs. 52,999",OR771HL11S3BQNAFAMZ-3066701,N/A,"Orient Electronics Pvt. Ltd, established in 2005, is one of the fastest growing consumer electronic companies in Pakistan. With a wide range of home appliances, including Air Conditioners, Refrigerators, LED TVs, Water Dispensers, Microwave Ovens etc., the company is proud to introduce modern technologies in the industry at a very affordable price. A dedicated workforce, professionals and the inspiring management leadership of Orient Electronics have powered the company to pursue its vision and mission which lead to innovation.

Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with it’s instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.

Electricity Bill is No Worry!

The Inverter Split Air Conditioner starts on a low voltage and does not take the budget out of your range. This Inverter AC has every feature that makes life easier for you. While you provide the best way to prevent heat to your home this summer, it will take care of your pocket.




Specifications:
Capacity: 1.5 Ton
AC Functionality: Heating & Cooling
AC Design: Wall Mount
Inverter Type: DC
Cooling Capacity: 18000 BTU
Heating Capacity: 18000 BTU
Condenser: Gold Fin
Color: White
Gas: R410a
Voltage: 140 - 180 V


50 Feet long Air Throw
Low Voltage 
Up to 60% Electricity Saving

",Orient,1 x Inner Part1 x Outer Part1 x Remote Control 1 x Warranty Card1 x User Manual,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"EN
3 Years Compressor & 1 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,3 Years Compressor & 1 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
designer-plus-invertor-30-15-ton-white,Designer Plus Invertor-30 - 1.5 ton - White,https://static-01.daraz.pk/original/1375da3f4eeb137f614a117feb9dae87.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/original/1375da3f4eeb137f614a117feb9dae87.jpg_80x80q80.jpg_.webp,,"Rs. 78,001",DA705HL1CIGLCNAFAMZ-4836717,1.5 Ton / 18000 BTU,"Since 1980, Dawlance Premium Home Appliances Company has been turning houses into homes with thoughtfully innovative household appliances. The legacy of Dawlance – that now stretches over more than 3 decades - started off with the production of Refrigerators. Today, Dawlance – with reliability as its core value - provides cutting edge Washing Machines, Chest Freezers, Vertical Freezers, Split AC & Microwave Ovens. Over the last 35 years, Dawlance has not only developed the largest dealer network but has also established the largest after-sales service across Pakistan.

Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with it’s instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.




Super Cooling!

Experience winters in the scorching heat of summer! Yes, your unthinkable dream has been successfully translated into concrete reality, as this Air Conditioner at your very disposal, to make your life cooler and peaceful. This AC is certainly the right choice, is a reliable choice and the right pick for anyone who wants the best for their household.



Key Features

Elegant Design with Hidden Display

Turbo mode for quick cooling


",Dawlance,1 x indoor 1 x outdoor 1 x warranty card 1 x manual,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,"EN
1 year warranty",N/A,N/A,N/A,N/A,N/A,1 year warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kenwood-inverter-ac-kee-1827s-eco-inverter-air-conditioner-series-75-saving-18000btu-black,Kenwood Inverter AC KEE-1827S ECO Inverter Air Conditioner Series - 75% Saving - 18000BTU - Black,https://static-01.daraz.pk/p/071088d32013ffedff11edf8b2ed7ebf.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/071088d32013ffedff11edf8b2ed7ebf.jpg_80x80q80.jpg_.webp,"Rs. 90,900","Rs. 84,499",KE755HL0BGEO0NAFAMZ-4063505,1.5 Ton / 18000 BTU,"Product Details Of Kenwood Inverter AC KEE-1827S ECO Inverter Air Conditioner Series - 75% Saving - 18000BTU - Black

Presenting the new eInverter Eco in a metallic grey finish, that is designed to enhance the decor of your room. This model is the perfect combination of advanced technology complimented by its modern design. With up to 75% energy efficiency, heat and cool function, this model is ideal choice for your space without compromising on quality.",Kenwood,1 X Inverter AC1 X Warranty Card1 X Remote Set1 X Manual,Yes,Yes,N/A,Air Conditioner Series,N/A,N/A,N/A,N/A,Eco Inverter Air Conditioner Series,N/A,"EN
05 Year Compressor Warranty01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,05 Year Compressor Warranty01 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
imported-window-air-conditioner-manual-075-ton-60-energy-saving,Imported Window Air Conditioner Manual - 0.75 Ton 60% Energy Saving,https://static-01.daraz.pk/p/91e36b73f066f87d723f76b1e0b08ac0.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/91e36b73f066f87d723f76b1e0b08ac0.jpg_80x80q80.jpg_.webp,"Rs. 28,500","Rs. 27,000",111034074_PK-1262098895,0.75 Ton,"Product details of Imported DC Inverter 0.75 Ton Window Air Conditioner 

 

Specifications of Cool Imported DC Inverter - 0.75 Ton Window Air Conditioner 
Window Air Conditioner

One of the cheapest solutions for home cooling is to find afunction over quality. Besides, an ideal window air conditioner available online in Pakistan should function between 9,000 to 14,000 BTUs on the upside. Its costs less, yet it benefits in the long term and the installation process is adequately simple. Multiple factors such as design, the right size, and brand carry additional aspects that is directly depended in the space provided for cooling.

Best Air Conditioner Online in Pakistan

Have you considered the idea to buy 1 ton air conditioner in Pakistan if your need is to cool a single room? Whereas, if the solution requires for a bigger space cooling then turn towards split air conditioners online as these accumulate more space but gives more cooling. Take measurements before you begin your purchase, for example, that about 8,000 BTUs are enough to freeze 350 square feet of space throughout the day. Window air conditioner consists of a compressor, evaporator, and condenser.

Why Choose Window AC over Split AC?

Basically it is the old version of the modern split air conditioner you are accustomed to see around the electronic sphere. What sets the two models apart is the design and installation (function). Window air conditioner is fixed when its cooling fins are facing indoors, but the heating unit is kept on the opposing side. Firstly, the inner compartments contains fans at the front with evaporators behind and its filter in the middle that’s operated via the central control panel. Secondly, the condenser along with the compressor is mashed in a box that is kept outward for noise reduction and of course to minimize the space.

Almost equally powerful – as explained above – a 0.75 ton air conditioner in Pakistan is available according to the home and office requirement of any consumer.",AC,1 x DC Inverter Window Air Conditioner - 0.75 Ton - White,N/A,N/A,N/A,No,60% Energy Saving,9000,30-90 sq meters,750,9000BTU 0.75 Ton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kenwood-kdc-1824s-glow-inverter-air-conditioner-75-saving-15-ton-white,Kenwood KDC-1824S - GLOW-Inverter Air Conditioner - 75% Saving - 1.5 Ton - White,https://static-01.daraz.pk/p/ebf62f0f63650adaa516f2b8fe53059f.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/ebf62f0f63650adaa516f2b8fe53059f.jpg_80x80q80.jpg_.webp,,"Rs. 74,998",KE755HL0565RCNAFAMZ-4381263,1.5 Ton / 18000 BTU,"Kenwood KDC-1824S - GLOW-Inverter Air Conditioner - 75% Saving - 1.5 Ton - White

It’s a modern world that keeps getting better with innovative technology. All this inventions have made our lives convenient and less complicated. Kenwood is the most prominent brand, when it comes to big and small appliances. They meticulously engineer their appliances and devices and promise to deliver pleasant experience to all its users.

The New e-Inverter Glow split air conditioner is the most unique blend of iconic design and functional excellence .The highlight of this model is the innovative and modern design and the heat and cool function providing ultimate comfort in all seasons with up to 75% energy efficiency. The distinguished features of e-Inverter Glow are the 3D air flow design system, long air throw, I-Feel Funtion and five years compressor warranty.

Features:
Heat and Cool function
DC inverter compressor
I-Feel Function
Intelligent Sleep Mode
Anti-Fungus Funtion
Easy Self Cleaning
Auto Restart
High Ambient Cooling
Tropical T-1
Heat And Cool
Hydrophilic Aluminium Fins
100% Copper Pipes
Up to 75% energy efficient
3D Air Flow
Long Distance Air throw
Hidden LED Display
Installation Kit 100% Pure Copper
Stabilizer not required
Refrigerant Gas R410A
5 Year Compressor and 1 Year parts warranty",Kenwood,"1 X Inverter AC, 1 X Warranty Card, 1 X Manual, 1 X Remote Set",No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,"EN
05 Year Compressor Warranty01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,05 Year Compressor Warranty01 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kenwood-kei-1833s-eicon-plus-split-heat-and-cool-tropical-ac-15-ton-white,Kenwood KEI-1833S - eICON Plus Split - Heat & Cool - Tropical AC - 1.5 Ton - White,https://static-01.daraz.pk/p/c2544c0294a3a505df241d3556ca69bc.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/c2544c0294a3a505df241d3556ca69bc.jpg_80x80q80.jpg_.webp,"Rs. 58,900","Rs. 52,499",KE755HL0EAQ5KNAFAMZ-3843501,1.5 Ton / 18000 BTU,"Technical Assistance: 0301-8228361 (Mon - Fri; 10 AM - 7 PM)
See Below Description for Installation & EMI Details
Brand Warranty
1.5 Ton / 18000 BTU
180 - 200 V
R410 gas

Turbo cool

24hr timer

Auto clean

Auto restart

Hidden LED display

Intelligent sleep mode

Eco-friendly technology

Inner-grooved copper tube
1.5 Ton Cooling Capacity",Kenwood,1 X ICON Split AC1 X Warranty Card1 X Manual1 X Remote Set,Yes,Yes,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,"EN
03 Year Compressor Warranty01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,03 Year Compressor Warranty01 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
haier-led-32-inch-b9200-miracast-mobile-connection,Haier LED 32 inch B9200 MIRACAST MOBILE CONNECTION,https://static-01.daraz.pk/p/17e722124343d9da7a9d1cbe1f394cd5.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/17e722124343d9da7a9d1cbe1f394cd5.jpg_80x80q80.jpg_.webp,"Rs. 25,500","Rs. 22,499",HA779EL0URSU0NAFAMZ-1784793,N/A,Haier LED 32 inch B9200,Haier,1 x 32 HD LED TV - Black1 x Manual1 x Remote,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Haier LED 32 inch B9200 MIRACAST MOBILE CONNECTION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dawlance-inverter-ac-econo-plus-30-15-ton-30-extra-energy-saving-inverter-series-white,Dawlance Inverter AC Econo Plus 30 - 1.5 TON - 30% Extra Energy Saving Inverter Series - White,https://static-01.daraz.pk/p/9eb409deead2b4a14e129b87b09499c6.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/9eb409deead2b4a14e129b87b09499c6.jpg_80x80q80.jpg_.webp,"Rs. 83,400","Rs. 67,500",DA705HL0K52RGNAFAMZ-4031690,1.5 Ton / 18000 BTU,"Econo Inverter Series

Now with the new Dawlance Inverter Range, summers and bills are no longer a concern. Save up to PKR 30,000 annually with our new Inverter AC range. This season our Advanced Typhoon Air Technology with its bigger indoor and more air throw offers a complete solution to counter hot weather.

Key Features

Inverter Compressor

(Upto PKR 30,000 Annual Savings.

100% Copper

Connecting Pipes.

Self Cleaning

Function.

150 To 260 V

Voltage Range

Anti-F

Feature

Typhoon Air Technology

1100mm Bigger Indoor

Large Air Throw",Dawlance,1 X Inverter AC1 X Warranty Card1 X Manual1 X Remote Set,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Econo Plus Extra Energy Saving Series,N/A,"EN
12 Year Compressor Warranty01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,12 Year Compressor Warranty01 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gree-inverter-ac-gs-12cith12g-10ton-inverter-air-conditioner-cozy-series-heat-n-cool-grey,Gree Inverter AC - GS-12CITH12G - 1.0ton - Inverter Air Conditioner - Cozy Series - Heat N Cool - Grey,https://static-01.daraz.pk/p/5c82986baaa7bad4d5a2768859bfe676.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/5c82986baaa7bad4d5a2768859bfe676.jpg_80x80q80.jpg_.webp,"Rs. 72,000","Rs. 63,900",2864384_PK-1246026961,1 Ton / 12000 BTU,"   

Technical

BTU Capacity	

12000 BTU


Compressor W	

3517


Low Voltage Startup	

150V


Eco Friendly Refrigerant	

R410A


Energy Efficient Class A+	

60% Electricity saving


Auto Voltage Adaptation	

150V-260V

 

Cooling

BTU/H Capacity (H/S/L*)	

12970/12000/4172


Output Capacity (W) (H/S/L*)	

3800/3500/1220


Power Input (W)(H/S/L*)	

1560/1060/295


Energy Efficiency Ratio (EER)	

3.6

 

Heating

BTU/H Capacity (H/S/L*)	

14660/13650/4480


Output Capacity (W) (H/S/L*)	

4740/4000/1310


Power Input (W)(H/S/L*)	

1420/1100/330


Energy Efficiency Ratio (EER)	

3.6",Gree,"1 x 12CITHI - Inverter AC - 1 Ton - Grey, 1 x Remote, 1 x AC Kit, 1 x Booklet, 1 x Warranty Card",Yes,Yes,N/A,Air Conditioner,N/A,N/A,N/A,N/A,Cozy Series Inverter Air Conditioner,N/A,"EN
03 Year Compressor Warranty, 01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,"03 Year Compressor Warranty, 01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ac-es-pc8-portable,AC ES PC8 Portable,https://static-01.daraz.pk/p/fa79d69531331a43526d9fc21462c0e4.jpg_340x340q80.jpg_.webp,"https://static-01.daraz.pk/p/fa79d69531331a43526d9fc21462c0e4.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/c8c95c453cdda3bfd2e3d380db7f5c93.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/7c801a233243299553cf9a38a8c96f54.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/20cc9822b3242b42b8bc9f124932daec.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/88647b517585dd72b5fc234bdbf684fd.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/f00654bfcfc5cc4899b376cfbd0678bd.jpg_80x80q80.jpg_.webp","Rs. 39,500","Rs. 34,500",114448658_PK-1266240323,N/A,"Product Description

Revolutionary Australian energy-saving technology.

Economy

Save up to 85% on power costs by creating a comfortable micro-climate around you.Pay only Rs 1000 – 1500 a month for electricity.

Room air conditioners waste 90% of more of the cooling power on walls, floors, furniture, Close Comfort PC9 uses only 300 Watts, less than four light bulbs.

It’s affordable, good for economy and the environment.

Comfort

Soft, focused cool air for comfort. The Igloo tent provides so much space around you.

Wake truly refreshed because you sleep through load shedding in fresh air from open windows.

Close Comfort provides a soft focused flow of cool air to provide personal comfort and is almost silent. It works best with doors and windows open and fresh air for personal well-being.

Close Comfort works in any size of room, even outside in sheltered places. Set up Close Comfort on your roof during the hottest nights in summer and sleep under the stars!

Convenience

Close Comfort is portable and ready to use out of the box: just connect it to the nearest power outlet. Only 17 kg, it requires no installation, no water tank, and no pipe to the window.

Minimal maintenance: just check the filters every two weeks. No consumables, no water, no ice, no recharging.

Power

1.2 kVA UPS recommended, 120 Amp-hour battery set.

Cooling Power

Rated cooling power is 0.25 ton, 2500-3500 BTU/hour. This air conditioner provides localized cooling where it is needed.

Normal room air conditioners provide more cooling power, and can cool a whole room, but require 4-8 times as much electricity to run. Beware of the electricity cost which will be much higher.",Mini Portable Air Conditioner,Energy-Saver PC8 Air Conditioner; Warranty Card; English/Urdu User Manual and Getting Started Guide Revolutionary Australian energy-saving technology.,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,ES PC8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
skywood-portable-skp-1224hwb-1-ton-air-conditioner-50-energy-saving,SKYWOOD Portable SKP-1224HWB 1 Ton Air Conditioner 50% Energy Saving,https://static-01.daraz.pk/p/5f5d67c1d187e0c70fceaa235b045506.jpg_340x340q80.jpg_.webp,"https://static-01.daraz.pk/p/5f5d67c1d187e0c70fceaa235b045506.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/f0fefa4a41f3f4dd237186fa55dfad4d.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/c1d2b097cd730754e386f50376a36de1.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/1863b1bf452c84def866d189558629fa.jpg_80x80q80.jpg_.webp","Rs. 54,600","Rs. 49,991",109468193_PK-1259690681,1 Ton / 12000 BTU,"Product details of Skywood Portable SKP-1224 HWB Cool 1 Ton Air Conditioner

Specifications of Skywood Cool SKP-1224 HWB Portable Air Conditioner- 1Ton
Portable Air Conditioner

One of the cheapest solutions for home cooling is to find afunctionoverquality. Besides, an ideal Portableair conditioneravailable online in Pakistan should function between 9,000 to 14,000 BTUs on the upside. Its costs less, yet it benefits in the long term and the installation process is adequately simple. Multiple factors such as design, the right size, and brand carry additional aspects that is directly depended in the space provided for cooling.

Best Air Conditioner Online in Pakistan

Have you considered the idea to buy 1 ton air conditioner in Pakistan if your need is to cool a single room? Whereas, if the solution requires for a bigger space cooling then turn towards split air conditioners online as these accumulate more space but gives more cooling. Take measurements before you begin your purchase, for example, that about 8,000 BTUs are enough to freeze 350 square feet of space throughout the day. Portable air conditioner consists of a compressor, evaporator, and condenser.

Why Choose Portable AC over Split AC?

Basically it is the old version of the modernsplit air conditioneryou are accustomed to see around the electronic sphere. What sets the two models apart is the design and installation (function). Portable air conditioner is fixed when its cooling fins are facing indoors, but the heating unit is kept on the opposing side. Firstly, the inner compartments contains fans at the front with evaporators behind and its filter in the middle that’s operated via the central control panel. Secondly, the condenser along with the compressor is mashed in a box that is kept outward for noise reduction and of course to minimize the space.

Almost equally powerful – as explained above – a 1 ton air conditioner in Pakistan is available according to the home and office requirement of any consumer.

Specifications of SkyWood Cool SKP-1224 HWB1 Ton Portable Air Conditioner White
DESCRIPTION

It’s Skywood Italian technology 1 ton AC with touch display and remote control.Cooling is 100% like brand new fitt for room or office with moveable tyres and adjustable, washable exhaust compressor and body is in best condition like brand new u can never find such AC in this condition. It can be easily used on 2500 watt generator or on solar system",Skyiwood,1 Ton Portable Air Conditioner - White Portable 1 x Manual 1 x Pipe Exhaust,No,No,N/A,No,Portable move to any where and any room,12000,90-150 sq meters,1350,SKP-1224HWB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
changhong-ruba-1-ton-dc-inverter-cool-only-csdc-12bah-white,Changhong Ruba 1 Ton DC Inverter - Cool Only - CSDC-12BAH+ White,https://static-01.daraz.pk/p/c44be8be0017289e0a07b6964c57e5b4.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/c44be8be0017289e0a07b6964c57e5b4.jpg_80x80q80.jpg_.webp,"Rs. 59,999","Rs. 57,999",CH777HL0L0AR2NAFAMZ-3576094,N/A,"DC Inverter
Cool Only
White Color
High Energy Saving
Energy Saving Up To 60%
100% Copper Connecting Pipe",Changhong Ruba,1 x Indoor Unit 1 x Outdoor Unit 1 x Remote Control 1 x Warranty Card 1 x Installation Kit 1 x User Manual,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,CSDC-12BAH+,N/A,"EN
3+1 (3 Years Compressor + 1 Year Parts)",N/A,N/A,N/A,N/A,N/A,3+1 (3 Years Compressor + 1 Year Parts),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
pel-super-silver-air-conditioner-15-ton,PEL Super Silver Air Conditioner 1.5 Ton,https://static-01.daraz.pk/p/6c5ff4d5ec0ada24726da2e93f1876a5.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/6c5ff4d5ec0ada24726da2e93f1876a5.jpg_80x80q80.jpg_.webp,"Rs. 81,999","Rs. 78,900",109736855_PK-1260236003,1.5 Ton / 18000 BTU,"A+++ Technology

Operates on Low as 2.5A

 

Big Indoor (1100 mm)

Faster & Longer Air Throw

 

R410a

Environment Friendly Refrigerant

 

Maximum Savings

Up to 60% Energy Saving

 

Hyper Cooling

Cooling within 30 sec under certain temperature conditions",PEL,"1 Outer, 1 Indoor, Warranty Card, Accessories",No,No,N/A,",Fast Cooling",N/A,N/A,N/A,N/A,PEL Super Silver Air Conditioner - 1.5 Ton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
pel-cool-smile-inverter-air-conditioner-10-ton-12k-white,PEL Cool Smile Inverter Air Conditioner 1.0 Ton - 12K - White,https://static-01.daraz.pk/p/246d66f648ee3628eee1afe34845b242.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/246d66f648ee3628eee1afe34845b242.jpg_80x80q80.jpg_.webp,,"Rs. 45,677",PE715HL0LLBGGNAFAMZ-1794379,1 Ton / 12000 BTU,10 Years Compressor 1 Year Parts Warranty,PEL,1 x Cool Smile Inverter Air Conditioner 1.0 Ton - 12K - White1 x Warranty Card,No,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,"EN
10 Years Compressor 1 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,10 Years Compressor 1 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
enviro-eac-18-hdlv-split-ac-15-ton-wall-mount-series,Enviro EAC-18 HD/LV Split AC 1.5 TON – Wall Mount Series,https://static-01.daraz.pk/p/71fbe8f910297602b8c4c193ceef81e1.jpg_340x340q80.jpg_.webp,https://static-01.daraz.pk/p/71fbe8f910297602b8c4c193ceef81e1.jpg_80x80q80.jpg_.webp,"Rs. 59,000","Rs. 49,999",118460427_PK-1271682083,N/A,"Capacity 1.5 Ton
Energy Saving upto 20%
10-Hours Auto Power OFF
Low Voltage Start-up
Multi Fan Speed
Extra-Low Noise
Gold Fins
Cooling btu : 18000",Enviro,1 x Remote Control 1 x Installation Pipe Kit 1 x Connect Wire 1 x Warranty Card 1 x User Manual,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Enviro EAC-18 HD/LV Split AC 1.5 TON – Wall Mount Series,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
imported-window-air-conditioner-manual-075-ton,Imported Window Air Conditioner Manual - 0.75 Ton,https://static-01.daraz.pk/p/0a02940ff2833b2d79ce3324828d265a.jpg_340x340q80.jpg_.webp,"https://static-01.daraz.pk/p/0a02940ff2833b2d79ce3324828d265a.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/62600a616493db1213853503d0ea4c5a.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/bbadb6a1ffa74ce5cdf201c107065681.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/4ff7524997c0b37018c77767bdb589da.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/3423df70e9c95ac227724f14017a6d08.jpg_80x80q80.jpg_.webp","Rs. 32,000","Rs. 27,990",109254074_PK-1259260781,N/A,"Imported from Dubai Use Window 0.75 Ton AC

Used Imported AC from dubai in working condition and 100% satisfying at very cheap rates",AC,1 x DC Inverter Window Air Conditioner With Remote Control - 0.75 Ton - White 1 x Manual,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,8500 BTU W 0.75 Ton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
