TITLE,URL,IMAGE,PRICE,SKU,DESCRIPTION,BRAND,BOX,WIRE,KIT,WARRANTY,INVERTER,FEATURES,TYPE,HOME FEATURES,HORSE POWER,ROOM SIZE,POWER CONSUMPTION,MODEL
GREE GS-12VITH - Inverter Air Conditioner - 1.0 Ton - Heating & Cooling - VIOLA SERIES,www.daraz.pk/products/gree-gs-12vith-inverter-air-conditioner-10-ton-heating-cooling-viola-series-i102259638-s1247969967.html?search=1,https://laz-img-cdn.alicdn.com/tfs/TB13MLwbOLaK1RjSZFxXXamPFXa-300-200.png,"Rs. 79,999",102259638_PK-1247969967,"1 TON (12000 BTU) – GS-12VITH1MEM

SERIES:VIOLA

CAPACITY: 12000 BTU

Highest Energy Efficient Ratio (EER) - 4.0
Elegant White Glossy Finish
1st European Compliant Heat and Cool AC
Latest Powerful G-10 Inverter
Energy Efficient Class A+ (Up to 60% Electricity Saving)
Ultra Low Frequency Torque Control
State of the Art High Speed DSP Chip
Precise Temperature Control
Faster Cooling and Heating
Eco Friendly Refrigerant R410A
Wide Frequency Precise Control
Power Factor Correction 99%
Ultra Low Noise Control
Computer Simulation Control
Auto Voltage Adaptation (150-260 V)
High Reliability
Ultra High Frequency Control
Ceiling Cooling and Floor Heating System
Integrated Design
Dual Installation (Both sides option)
Auto Restart
Fire Proof Electric Box
Low Voltage Startup – 150V
Self-Diagnosis
SMPS
High Temperature Resistance PCB
Turbo Cooling
3 Sleep Curves
Double Layer Condenser

SPECIFICATIONS

TECHNICAL

BTU Capacity	

12000 BTU


Compressor W	

3517




COOLING

BTU/H Capacity (H/S/L*)	

12966/11942/3071


Output Capacity (W) (H/S/L*)	

3800/3500/900


Power Input (W)(H/S/L*)	

1200/1100/180


Energy Efficiency Ratio (EER)	

4.0




HEATING

BTU/H Capacity (H/S/L*)	

13307/12454/3412


Output Capacity (W) (H/S/L*)	

3900/3650/1000


Power Input (W)(H/S/L*)	

1300/1100/190


Energy Efficiency Ratio (EER)	

4.0",Gree,"1 x Indoor Unit, 1 x Outdoor Unit, 1 x Warranty Card, 1 x User Manual, 1 x Remote, 1 x Installation Kit",N/A,N/A,"3 Years Compressor Warranty, 1 Year Parts Warranty",",Timer,Dehumidifier,Air Direction Control,Auto Cleaning,Fast Cooling,Sensor Control","Inverter,Timer,Dehumidifier,Air Direction Control,Auto Cleaning,Fast Cooling,Sensor Control",N/A,N/A,N/A,90-150 sq meters,1200,12VITH
Gree Floor Standing Air Conditioner Heat & Cool 4.0 Ton (GF-48CDH),www.daraz.pk/products/gree-floor-standing-air-conditioner-heat-cool-40-ton-gf-48cdh-i131717870-s1291755221.html?search=1,https://static-01.daraz.pk/p/cd1bd96f943d0e5ad18f8baf4970d690.jpg_340x340q80.jpg_.webp,"Rs. 261,825",131717870_PK-1291755221,"Features:

• Powerful Compressor

• Six Health Filters

• Magic Mirror

• Low Voltage Start up

• Overlong/3D Air Flow

• Multi Fan Speeds

• Comfortable Sleeping Mode

• Memory Function

• Automatic Drying Operation

• Self Diagnosis

• On Off Timer

• Big Outdoor Unit with High Efficiency

• U-Type Inner Groove Copper Pipe

• Efficient & Quiet Design

 

Heat & Cool Features

Auxiliary Heating

Cold Air Prevention

Low Temperature Startup

 

Specifications:

BTU Capacity

	

4 Ton(48000 BTU)




Compressor W

	

14068

 

Warranty:

1 year Parts

3 years Compressor",Gree,1 x Floor Standing AC 1 x Warranty Card1 x Manual 1 x Remote,Yes,Yes,3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GF-48CDH
Gree GS-12LM4 - Air Conditioner - 1 Ton - White,www.daraz.pk/products/gree-gs-12lm4-air-conditioner-1-ton-white-i2294342-s10417481.html?search=1,https://static-01.daraz.pk/p/66bc4e8ead409a72c70ee451afbd4875.jpg_340x340q80.jpg_.webp,"Rs. 49,999",GR678HL0CM8D0NAFAMZ-1888430,"Air Conditioner GS-12LM4 - 1 Ton - White
Elegant White Glossy Finish Cold Plasma Generator 12000 18000 BTU Golden Fin Condenser Six Health Filters Poweful Tropical Compressor I Feel Magic Mirror Low Voltage Start Up Four way Air Outlet Multi Fan Speeds Comfortable Sleeping Modes Memory Function Automatic Drying Operation Intelligent Deforsting Self Diagnosis On Off timer Removable Washable Panel Integrated Design U-Type Inner Groove Copper Pipe Efficient Quiet Turbo Cooling.

Specifications
Elegant White Glossy FinishCold Plasma Generator (12,000 BTU)Golden Fin CondenserSix Health FiltersPoweful & Tropical CompressorI FeelMagic MirrorLow Voltage Start UpFour way Air OutletMulti Fan SpeedsComfortable Sleeping ModesMemory FunctionAutomatic Drying OperationIntelligent DeforstingSelf DiagnosisOn Off timerRemovable Washable PanelIntegrated DesignU-Type Inner Groove Copper PipeEfficient & Quiet DesignTurbo Cooling", Warranty,1 x Air Conditioner1 x Ac Kit1 x Warranty Card1 x Remote1 x Booklet1 x Invoice and Return Policey,No,No,1 Year Brand Warranty,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree 2 Ton Dc Inverter Heat & Cool R-410A Air Conditioner,www.daraz.pk/products/gree-2-ton-dc-inverter-heat-cool-r-410a-air-conditioner-i1556686-s9387451.html?search=1,https://static-01.daraz.pk/original/1d14f928cf3fcb714da5d7bc07018b6c.jpg_340x340q80.jpg_.webp,"Rs. 97,000",GR678HL0QUXXSNAFAMZ-4591240,"In 1991, Gree set out to make the world a cooler place. To this end, we’ve become a global leader in air conditioners, developing some of the most advanced commercial and residential air conditioners in the world. Based in Zhuhai, China, we’re now the world’s largest specialized air conditioner company integrating R&D, manufacturing, sales and service. It’s our mission to innovate and create new ways to help people live well and stay comfortable no matter where they live, work or play. Today, we’ve developed some of the world’s most energy-efficient and technically advanced air conditioners. From the 2008 Beijing Olympic Games Media Village to the main stadium of the 2010 Africa World Cup, Gree is trusted to help people stay comfortable in the most extreme environments. Residentially, we’ve created wonders of technology that are just as contemporary, beautiful and efficient. Every day, over 100 million customers stay cool with Gree air conditioners.",Gree,"1 x Indoor, 1 x Outdoor, 1 x Remote Controller, 1 x Warranty Card",N/A,N/A,3 year compressor & 1 year parts warranty,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree Cool Art series Split Air Conditioner 1.5 Ton (GS-18CZ8A),www.daraz.pk/products/gree-cool-art-series-split-air-conditioner-15-ton-gs-18cz8a-i131738040-s1291766072.html?search=1,https://static-01.daraz.pk/p/121b796925c424e843c128bed13b56b2.jpg_340x340q80.jpg_.webp,"Rs. 50,794",131738040_PK-1291766072,"Compact Artistic Design
Golden Fin Condenser
Six Health Filters
Poweful & Tropical Compressor
I Feel
Magic Mirror
Low Voltage Start Up
Four way Air Outlet
Multi Fan Speeds
Comfortable Sleeping Modes
Memory Function
Automatic Drying Operation
Intelligent Deforsting
Self Diagnosis
On Off timer
Removable Washable Panel
Integrated Design
U-Type Inner Groove Copper Pipe
Efficient & Quiet Design
Turbo Cooling",Gree,1 x AC 1 x Warranty Card 1 x Manual 1 x Remote,Yes,Yes,3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GS-18CZ8A
Gree G10 Inverter Split Air Conditioner Heat & Cool 1.5 Ton (GS-18CITH12G),www.daraz.pk/products/gree-g10-inverter-split-air-conditioner-heat-cool-15-ton-gs-18cith12g-i131720724-s1291753472.html?search=1,https://static-01.daraz.pk/p/b36e09461a4d7c94fa0829d443756aee.jpg_340x340q80.jpg_.webp,"Rs. 83,679",131720724_PK-1291753472,"





	
IFEEL

 


 	
 
SixHealthFilters


	
MultiFunction&CarbonFilter

 



	
ActiveCarbonFilter:

 



	
LowVoltageStartup

 



	
4FanSpeed

From super low to turbo, choose desired air flow.

 



	
 
AutoClean(X-Fan)

 



	
LowNoise

 



	
4WayOutlet

 

 

.

 ",Gree,1 x AC 1 x Warranty Card 1 x Manual 1 x Remote,Yes,Yes,3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GS-18CITH12G
Gree Viola G10 Inverter Split Air Conditioner 1.5 Ton (GS-18VITH1),www.daraz.pk/products/gree-viola-g10-inverter-split-air-conditioner-15-ton-gs-18vith1-i131731211-s1291749791.html?search=1,https://static-01.daraz.pk/p/5ce845448df60e3882c55a6525e42459.jpg_340x340q80.jpg_.webp,"Rs. 97,399",131731211_PK-1291749791,"Elegant 2 Tone White/Silver Textured Finish
1st European Compliant Heat and Cool AC
Latest Powerful G-10 Inverter
Energy Efficient Class A+ (Up to 60% Electricity Saving)
Ultra Low Frequency Torque Control
State of the Art High Speed DSP Chip
Precise Temperature Control
Faster Cooling and Heating
Eco Friendly Refrigerant R410A
Wide Frequency Precise Control
Power Factor Correction Technology
Ultra Low Noise Control
Computer Simulation Control
Auto Voltage Adaptation (150-260 V)",Gree,1 x AC 1 x Warranty Card 1 x Manual 1 x Remote,Yes,Yes,1 Year,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GS-18VITH1
Gree G10 Inverter Split Air Conditioner Heat & Cool 1.5 Ton (GS-18LITH11M),www.daraz.pk/products/gree-g10-inverter-split-air-conditioner-heat-cool-15-ton-gs-18lith11m-i131732442-s1291770046.html?search=1,https://static-01.daraz.pk/p/75df8de79c0b13bdbd1cfad11297c2cf.jpg_340x340q80.jpg_.webp,"Rs. 92,686",131732442_PK-1291770046,"Elegant Mirror Finish
Latest Powerful G-10 Inverter
Energy Efficient Class A+ (Up to 60% Electricity Saving)
Wifi Control
Wide Frequency Precise Control, Ultra Low Frequency Torque Control
State of the Art High Speed DSP Chip
Precise Temperature Control
Faster Cooling and Heating
Eco Friendly Refrigerant R410A
Power Factor Correction 99%
Ultra Low Noise Control
Computer Simulation Control
Auto Voltage Adaptation (150-260 V)
Fire Proof Electric Box
Self-Diagnosis
4 Way Air Flow, 3 Sleep Curves
Double Layer Condenser",Gree,1 x AC 1 x Warranty Card 1 x Manual 1 x Remote,Yes,Yes,3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GS-18LITH11M
Gree 2 Ton Dc Inverter Heat & Cool R-410A Air Conditioner,www.daraz.pk/products/gree-2-ton-dc-inverter-heat-cool-r-410a-air-conditioner-i3202670-s12577719.html?search=1,https://static-01.daraz.pk/p/bf15f48bcf5011eedae018002c1e7958.jpg_340x340q80.jpg_.webp,"Rs. 97,000",GR678HL0HQ7G4NAFAMZ-3999396,N/A,Gree,"1 x Indoor, 1 x Outdoor, 1 x Remote Controller, 1 x Warranty Card",N/A,N/A,3 year compressor & 1 year parts warranty,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1.0 Ton inverter air conditioner - GS-12cith11B - Black,www.daraz.pk/products/10-ton-inverter-air-conditioner-gs-12cith11b-black-i15879389-s125858372.html?search=1,https://static-01.daraz.pk/original/95cdc39e2bd4608530be21a02feb4eac.jpg_340x340q80.jpg_.webp,"Rs. 62,499",GR678HL0SX38INAFAMZ-5098832,"Gree Electric Appliances Inc. of Zhuhai was founded in 1991. It is an international air conditioning enterprise which has integrated R&D, manufacturing, marketing and service. It takes “Master of Core Technology” as the business concept and “To build a centenary enterprise” as the development target. It is leading the industry with its excellent product quality, advanced technologies and unique sales mode. So far, it has developed three brands, namely GREE, TOSOT and KINGHOME, with a wide product range which includes residential air conditioners, central air conditioners, air source water heaters, TOSOT home appliances, Kinghome refrigerators, etc.

Summer Would be Cooler than Ever!

This Inverter Split Air Conditioner will make this summer cooler than ever with its instant cooling and amazing efficiency. The amazing is at your service to keep the terrible heat out while providing terrific cooling in.

Loaded with Finesse & Style

A visually appealing addition to the room never goes unnoticed, the ultimate inverter AC offers a wide range of superb features with a great look that will add on to your rooms.

Electricity Bill is No Worry!

The Inverter Split Air Conditioner starts at a low voltage and does not take the budget out of your range. This Inverter AC has every feature that makes life easier for you. While you provide the best way to prevent heat to your home this summer, it will take care of your pocket.

Specifications
Technical
BTU Capacity:12000 BTU
Compressor W: 3517
Low Voltage Startup: 150V
Eco Friendly Refrigerant: R410a
Energy Efficient Class A+:60% Electricity Saving
Cooling
BTU/H Capacity (H/S/L*):12970/12000/4172
Output Capacity (W) (H/S/L*):3800/3500/1220
Power Input (W) (H/S/L*):1560/1060/295
Energy Efficiency Ratio (EER): 3.6
Heating
BTU/H Capacity (H/S/L*): 14660/13650/4480
Output Capacity (W) (H/S/L*): 4740/4000/1310
Power Input (W) (H/S/L*): 1420/1100/330
Energy Efficiency Ratio (EER): 3.6
Other Features
Series: Cozy
Elegant Silver Glossy Textured Finish
1st European Compliant Heat and Cool AC
Latest Powerful G-10 Inverter
Ultra Low Frequency Torque Control
State of the Art High Speed DSP Chip
Precise Temperature Control
Faster Cooling And Heating
Wide Frequency Precise Control
Power Factor Correction 99%
Ultra Low Noise Control
Energy Efficient Class A+ (Up to 60% Electricity Saving)
Low Voltage Start up – 150
Eco Friendly Refrigerant R410a
Auto Voltage Adaptation (150-160 V)
Computer Simulation Control
High Reliability
Ultra High Frequency Control
Ceiling Cooling and Floor Heating System
Integrated Design
Dual Installation (Both sides option)
Auto Restart
Fire Proof Electric Box
Self-Diagnosis
SMPS
High Temperature Resistence PCB
Turbo Cooling
3 Sleep Curves
Double Layer Condenser
Free Installation Service:

Free Installation is only available for those items where Installation offer is displayed. Free Installation is available in Karachi, Lahore & Islamabad only. After the product has been delivered, you are welcome to contact one of our authorized service engineers to facilitate the installation. You can find details of the installation partners and their coverage areas in the link shared below. Installation TAT is typically 2-5 days depending on the location and the partner.

When booking an installation with one of our partners, you must always provide your order number. If any free installation offer is available, we will need the order number for identification. Click on the link to avail free installation offer: https://www.daraz.pk/installation-services/

EMI (Easy Monthly Installment)

Find it difficult to make the payment in full? Daraz.pk offers you with the service of Easy Monthly Instalments. You can shop whatever you like and pay in installments with our payment partners for any purchases equal or over PKR 10,000. The EMI facility does not have any markup, processing fee or hidden charges. With the EMI Installment Calculator, you can easily figure out the monthly payment as per the tenure.

Q. How to order on EMI via Credit Cards?

A. You need to place an order through Daraz.pk website or Daraz.pk App and on the checkout page in the payment selection tab simply choose the following and enter your card details.

EMI 3 Months
EMI 6 Months
EMI 12 Months", Warranty,"Indoor Unit, Outdoor Unit, Remote, Batteries, Wall Mount for Inner, Set of Screws, Manual(s), Warranty Card",N/A,N/A,3 Years Compressor & 1 Year Parts Brand Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18CITH - 1.5 Ton Heat & Cool Inverter AC - Gray and Black,www.daraz.pk/products/18cith-15-ton-heat-cool-inverter-ac-gray-and-black-i102686221-s1248540561.html?search=1,https://static-01.daraz.pk/p/fc1a7f0c579602a57428923ba799cfb1.jpg_340x340q80.jpg_.webp,"Rs. 90,000",102686221_PK-1248540561,,Gree,"Indoor Unit, Outdoor Unit, Remote, Batteries, Wall Mount for Inner, Set of Screws, Manual(s), Warranty Card",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18CITH
GREE FAIRY G10 Inverter GS-12FITH1W – 1.0 Ton,www.daraz.pk/products/gree-fairy-g10-inverter-gs-12fith1w-10-ton-i131727510-s1291753691.html?search=1,https://static-01.daraz.pk/p/86f4c2fd5ade7c92fd43c01b74ada6d7.jpg_340x340q80.jpg_.webp,"Rs. 70,840",131727510_PK-1291753691,"Elegant White Finish
Curved Elegant Design
3D Air Flow
Wi-Fi Enabled
1st European Compliant Heat and Cool AC
Latest Powerful Generation-10 Inverters
Energy Efficient Class A+ (Up to 60% Electricity Saving)
Low Voltage Startup 150V
Ultra Low Frequency Torque Control
State-of-the-art High Speed DSP Chip
Precise Temperature Control
Faster Cooling And Heating",Gree,1 x AC 1 x Warranty Card 1 x Manual 1 x Remote,Yes,Yes,3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GS-12FITH1W
GS-24VITH1 - 24000 BTU AC Inverter - White,www.daraz.pk/products/gs-24vith1-24000-btu-ac-inverter-white-i3203627-s12579127.html?search=1,https://static-01.daraz.pk/original/53593f199808500a8887e5387c68edb0.jpg_340x340q80.jpg_.webp,"Rs. 108,120",GR678HL002JVINAFAMZ-2558220,"Smooth Start!
The present fresh air outlet brings in fraish air from out side. There by improving in door air quality and creating an atmosphere of freshness and comfort. Since summer is around the corner and the heat wave makes everything seem terrible. To stay cool throughout the tough season bring home this amazing 24000 BTU AC Inverter. It will keep your room so perfectly cool that you would barely feel the summer heat. Starting current controlled to ensure a smooth start to motor running reducing wear and tear and extanding service life.  You can buy this product online in Pakistan, exclusively from Daraz.pk
Specification
Technical
BTU Capacity: 24000 BTU
Compressor W: 7034
Cooling
BTU/H Capacity (H/S/L*): 24000/22000/4800
Output Capacity (W) (H/S/L*): 7000/6450/1400
Power Input (W)(H/S/L*): 2500/1985/350
Heating
BTU/H Capacity (H/S/L*): 28000/24000/4100
Output Capacity (W) (H/S/L*): 8200/7000/1400
Power Input (W)(H/S/L*): 2700/1930/350",Gree,1 x AC Unit (Indoor)1 x AC Unit (Outdoor)1 x Remote Control 1 x Warranty Card,N/A,N/A,3 Years Compressor & 1 Year Parts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree 2 Ton Cool Only R-410A Air Conditioner LOMO,www.daraz.pk/products/gree-2-ton-cool-only-r-410a-air-conditioner-lomo-i15879407-s125858408.html?search=1,https://static-01.daraz.pk/original/e469c254d700e0acded28638e350ab9a.jpg_340x340q80.jpg_.webp,"Rs. 83,499",GR678HL162RPENAFAMZ-5098856,"Energy efficient
Brand Warranty
Noiseless Operation
Easy maintenance
Brand warranty
Elegant Body style
After sales services",Gree,"1 x Indoor,1 x Outdoor,1 x Remote Controller,1 x Warranty Card",No,No,1 year parts warranty,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree Viola G10 Inverter Split Air Conditioner 1.0 Ton (GS-12VITH1),www.daraz.pk/products/gree-viola-g10-inverter-split-air-conditioner-10-ton-gs-12vith1-i131719740-s1291757352.html?search=1,https://static-01.daraz.pk/p/5ce845448df60e3882c55a6525e42459.jpg_340x340q80.jpg_.webp,"Rs. 75,406",131719740_PK-1291757352,"1.0 TON
Dual Air Relay
Compact Artistic Design
Golden Fin Condenser
Six Health Filters
Poweful & Tropical Compressor
I Feel
Magic Mirror
Low Voltage Start Up
Four way Air Outlet
Multi Fan Speeds
Comfortable Sleeping Modes
Memory Function
Automatic Drying Operation
Intelligent Deforsting
Self Diagnosis
On Off timer
Removable Washable Panel
Integrated Design
U-Type Inner Groove Copper Pipe
Efficient & Quiet Design
Turbo Cooling",Gree,1 x AC 1 x Warranty Card 1 x Manual 1 x Remote,Yes,Yes,3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GS-12VITH1
Gree 2.0 Ton Inverter Air Conditioner 24CITH11B,www.daraz.pk/products/gree-20-ton-inverter-air-conditioner-24cith11b-i131730848-s1291767204.html?search=1,https://static-01.daraz.pk/p/ab023ee8836c429f7c51106a38461074.jpg_340x340q80.jpg_.webp,"Rs. 115,203",131730848_PK-1291767204,"Wall mounted split type air-conditioner
Inverter technology
Heat & Cool (reversible)
Comfortable air flow
Low noise level
Auto restart
2.0 ton cooling capacity
Filters to purify air
Chinese compressor
Copper condenser
Compressor type: rotary",Gree,1 x AC 1 x Warranty Card 1 x Manual 1 x Remote,Yes,Yes,3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24CITH11B
Gree 2 Ton Dc Inverter Heat & Cool R-410A Air Conditioner - 24cith11S - Silver,www.daraz.pk/products/gree-2-ton-dc-inverter-heat-cool-r-410a-air-conditioner-24cith11s-silver-i15879416-s125858426.html?search=1,https://static-01.daraz.pk/original/11fd93af8106bf29070e4e8be2056104.jpg_340x340q80.jpg_.webp,"Rs. 104,999",GR678HL06Y70INAFAMZ-5098859,"Inverter technology R410A
Energy efficient
Brand Warranty
Noiseless Operation
Easy maintenance
Brand warranty
Elegant Body style",Gree,"1 x Indoor,1 x Outdoor,1 x Remote Controller,1 x Warranty Card",No,No,1 year parts warranty,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GREE 1.5 TON AIR CONDITIONER INVERTER 18CITH11B,www.daraz.pk/products/gree-15-ton-air-conditioner-inverter-18cith11b-i131724988-s1291762112.html?search=1,https://static-01.daraz.pk/p/ab023ee8836c429f7c51106a38461074.jpg_340x340q80.jpg_.webp,"Rs. 93,105",131724988_PK-1291762112,"Wall mounted split type air-conditioner
Inverter technology
Heat & Cool (reversible)
Comfortable air flow
Low noise level
Auto restart
Filters to purify air
Chinese compressor
Copper condensor
Compressor type: rotary
Made by Gree electronics",Gree,1 x AC 1 x Warranty Card 1 x Manual 1 x Remote,Yes,Yes,3 Years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18CITH11B
GS-12VITH1 - 12000 BTU AC Inverter - White,www.daraz.pk/products/gs-12vith1-12000-btu-ac-inverter-white-i3203626-s12579126.html?search=1,https://static-01.daraz.pk/original/c5bbb837234c02c6558448d358198426.jpg_340x340q80.jpg_.webp,"Rs. 61,900",GR678HL1GZZJYNAFAMZ-2558218,"Refreshes!
The present fresh air outlet brings in fraish air from out side. There by improving in door air quality and creating an atmosphere of freshness and comfort. Since summer is around the corner and the heat wave makes everything seem terrible. To stay cool throughout the tough season bring home this amazing 12000 BTU AC Inverter. It will keep your room so perfectly cool that you would barely feel the summer heat. Starting current controlled to ensure a smooth start to motor running reducing wear and tear and extanding service life.  You can buy this product online in Pakistan, exclusively from Daraz.pk
Specification
Technical
BTU Capacity: 12000 BTU
Compressor W: 3517
Cooling
BTU/H Capacity (H/S/L*): 12966/11942/3071
Output Capacity (W) (H/S/L*): 3800/3500/900
Power Input (W)(H/S/L*): 1200/1100/180
Heating
BTU/H Capacity (H/S/L*): 13307/12454/3412
Output Capacity (W) (H/S/L*): 3900/3650/1000
Power Input (W)(H/S/L*): 1300/1100/190










",Gree,1 x AC Unit (Indoor)1 x AC Unit (Outdoor)1 x Remote Control 1 x Warranty Card,N/A,N/A,3 Years Compressor & 1 Year Parts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree - Viola G10 Inverter Split Air Conditioner - 1.0 Ton,www.daraz.pk/products/gree-viola-g10-inverter-split-air-conditioner-10-ton-i130876838-s1290779499.html?search=1,https://static-01.daraz.pk/p/53461644e1262ac2624472766539ec2f.jpg_340x340q80.jpg_.webp,"Rs. 61,900",130876838_PK-1290779499,"Gree Air Conditioners: Ductless Innovation for Over 20 Years

At Gree, we deliver solutions born from the latest technology but with your comfort in mind. We believe it’s our combination of intensive R&D, passionate customer service and a commitment to doing the right thing as a global citizen that makes us stand out from the competition.

WHY GREE
Because delivering an efficient world should not only be attainable, but easy and affordable in doing so. Gree has manufactured HVAC products for many of the world’s most respected brands – for over 20 years – trusted to manufacture high quality products that push the limits of features and design. Using this experience, Gree is now creating products for its own brands and selling direct to its own customer base.

ONE IN THREE IS GREE
When in doubt, find strength in numbers – one of every three air conditioners in the world is made by Gree. More customers trust Gree than any other HVAC manufacturer in the world.

PROVEN QUALITY
We value reliability just as much as our customers. For that reason, our unparalleled testing, expansive vertical integration, and innovative manufacturing ensure superior products that simply work.

INVERTER TECHNOLOGY
The latest in Inverter driven compressor technology – up to 38 SEER, engineered to reduce up to 65% of your heating and cooling energy consumption, while sustaining high performance standards. Live comfortably while reducing your utility bills and environmental impact.

Smooth Start!

The present fresh air outlet brings in fresh air from outside. There by improving indoor air quality and creating an atmosphere of freshness and comfort. Since summer is around the corner and the heat wave makes everything seem terrible. To stay cool throughout the tough season bring home this amazing 18000 BTU AC Inverter. It will keep your room so perfectly cool that you would barely feel the summer heat. Starting current controlled to ensure a smooth start to motor running reducing wear and tear and extending service life.  You can buy this product online in Pakistan, exclusively from Daraz.pk

 

Specification
Technical
BTU Capacity: 12000 BTU
Compressor W: 3517
Cooling
BTU/H Capacity (H/S/L*): 12966/11942/3071
Output Capacity (W) (H/S/L*): 3800/3500/900
Power Input (W)(H/S/L*): 1200/1100/180
Heating
BTU/H Capacity (H/S/L*): 13307/12454/3412
Output Capacity (W) (H/S/L*): 3900/3650/1000
Power Input (W)(H/S/L*): 1300/1100/190
 

​​​​​​​",Gree,"1 x indoor, 1 x outdoor, 1 x user manual, 1 x warranty card, 1 x remote",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gs-12Vith1
GS-12Cith - Inverter Split Air Conditioner - 1 Ton - Grey,www.daraz.pk/products/gs-12cith-inverter-split-air-conditioner-1-ton-grey-i3009758-s12170214.html?search=1,https://static-01.daraz.pk/p/1816d99783b924c91d46eb3a1dc00e4d.jpg_340x340q80.jpg_.webp,"Rs. 65,999",GR678HL1A7TQWNAFAMZ-4398025,"Capacity: 1.0 ton/12000 BTU
Heat & Cool Functions
Latest Powerful G-10 Inverter",Gree,"Indoor Unit, Outdoor Unit, Remote, Batteries, Wall Mount for Inner, Set of Screws, Manual(s), Warranty Card",N/A,N/A,"1 Year Parts, 3 Year Compressor Warranty",Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GS-18VITH1 - 18000 BTU AC Inverter - White,www.daraz.pk/products/gs-18vith1-18000-btu-ac-inverter-white-i3203625-s12579125.html?search=1,https://static-01.daraz.pk/original/c5bbb837234c02c6558448d358198426.jpg_340x340q80.jpg_.webp,"Rs. 88,500",GR678HL1MYBLQNAFAMZ-2558219,"Comfort!
The present fresh air outlet brings in fraish air from out side. There by improving in door air quality and creating an atmosphere of freshness and comfort. Since summer is around the corner and the heat wave makes everything seem terrible. To stay cool throughout the tough season bring home this amazing 18000 BTU AC Inverter. It will keep your room so perfectly cool that you would barely feel the summer heat. Starting current controlled to ensure a smooth start to motor running reducing wear and tear and extanding service life.  You can buy this product online in Pakistan, exclusively from Daraz.pk






Specification
Technical
BTU Capacity: 1.5 Ton(18000 BTU)
Compressor W: 5300
Cooling
BTU/H Capacity (H/S/L*): 19619/18000/3071
Output Capacity (W) (H/S/L*): 5750/5275/900
Power Input (W)(H/S/L*): 2050/1600/200",Gree,1 x AC Unit (Indoor)1 x AC Unit (Outdoor)1 x Remote Control 1 x Warranty Card,N/A,N/A,3 Years Compressor & 1 Year Parts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree 2 Ton Cool Only R-22 Air Conditioner,www.daraz.pk/products/gree-2-ton-cool-only-r-22-air-conditioner-i3202667-s12577716.html?search=1,https://static-01.daraz.pk/p/fab2605b01c89dc1187e307be24595cd.jpg_340x340q80.jpg_.webp,"Rs. 64,500",GR678HL1MT46SNAFAMZ-3999393,N/A,Gree,"1 x Indoor, 1 x Outdoor, 1 x Remote Controller, 1 x Warranty Card",N/A,N/A,3 year compressor & 1 year parts warranty,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A
